instruction,qubits,duration,error
x,3,3.2e-08,0.0003098312296847854
x,4,3.2e-08,0.0001137774674650683
x,5,3.2e-08,0.00012812257009460997
x,6,3.2e-08,0.00014517677661665302
x,7,3.2e-08,0.0002003554020170063
x,8,3.2e-08,0.00010220266456553789
x,9,3.2e-08,0.00010426958053632611
x,10,3.2e-08,0.00016480617992580316
x,11,3.2e-08,0.00021327135435533063
x,12,3.2e-08,0.0001476879207514291
x,13,3.2e-08,0.0005767301169716709
x,14,3.2e-08,0.00025094287425967196
x,15,3.2e-08,9.186142795040613e-05
x,16,3.2e-08,0.00020951488108444084
x,17,3.2e-08,0.00020730830340502757
x,18,3.2e-08,0.00018493160794501195
x,19,3.2e-08,0.00011419277206679077
x,20,3.2e-08,0.00019587113137869253
x,21,3.2e-08,0.00019531492645910478
x,22,3.2e-08,0.00019004706981625734
x,23,3.2e-08,0.00038311973029510023
x,24,3.2e-08,0.00014500935669311301
x,25,3.2e-08,8.615144951115009e-05
x,26,3.2e-08,0.0003266453362033145
x,27,3.2e-08,0.00015416950145424595
x,28,3.2e-08,0.0001300693324731237
x,29,3.2e-08,0.00027894915821795595
x,30,3.2e-08,0.00026645009768207884
x,31,3.2e-08,0.0002011294221137798
x,32,3.2e-08,0.00026357073340846403
x,33,3.2e-08,0.00017357581084490107
x,34,3.2e-08,0.00013232960683572873
x,35,3.2e-08,0.00023801780612320563
x,36,3.2e-08,0.00014886651230451906
x,37,3.2e-08,0.00022240808952361942
x,38,3.2e-08,0.00017994449207405557
x,39,3.2e-08,0.00022126635454713107
x,40,3.2e-08,0.00013646934466905663
x,41,3.2e-08,0.00054014918505329
x,42,3.2e-08,0.00029063393822070425
x,43,3.2e-08,0.00010986390230361251
x,44,3.2e-08,0.0004135076046721758
x,45,3.2e-08,0.0007462638256481187
x,46,3.2e-08,0.001679852116215432
x,47,3.2e-08,0.00015480621485567306
x,48,3.2e-08,0.00022596197514805202
x,49,3.2e-08,0.00012265945172477017
x,50,3.2e-08,0.00020095674367183483
x,51,3.2e-08,0.00019941402145370342
x,52,3.2e-08,0.00025100794145231615
x,53,3.2e-08,0.0001840673563074511
x,54,3.2e-08,0.0003411199857538489
x,55,3.2e-08,0.0002904857806565162
x,56,3.2e-08,0.00013582290396832314
x,57,3.2e-08,0.0005203063485660597
x,58,3.2e-08,0.0002465571804739951
x,59,3.2e-08,0.00033158512822931466
x,60,3.2e-08,0.0001879171650526641
x,61,3.2e-08,0.00013160160683851397
x,62,3.2e-08,0.03007161855527973
x,63,3.2e-08,0.00036495271993467116
x,64,3.2e-08,0.00028247361214735314
x,65,3.2e-08,0.00018326681792302048
x,66,3.2e-08,0.0001061256390503815
x,67,3.2e-08,0.00018444301182789886
x,68,3.2e-08,0.0002304961269345952
x,69,3.2e-08,0.00017917288573307338
x,70,3.2e-08,0.0005290322247229186
x,71,3.2e-08,0.00010407592343978591
x,72,3.2e-08,0.00012362088988714925
x,73,3.2e-08,0.00016643869974190307
x,74,3.2e-08,0.000196963975576236
x,75,3.2e-08,0.0001683190997011283
x,76,3.2e-08,0.000252091007583293
x,77,3.2e-08,0.0002681591626588142
x,78,3.2e-08,0.0002174918799768607
x,79,3.2e-08,0.0001469700967563252
x,80,3.2e-08,0.000165512053218505
x,81,3.2e-08,0.00022949004288290418
x,82,3.2e-08,0.0008837942136319531
x,83,3.2e-08,0.0006192559076423131
x,84,3.2e-08,0.0003376715128522884
x,85,3.2e-08,0.0001388104404268489
x,86,3.2e-08,0.00018062903456131062
x,87,3.2e-08,0.00030654696760320203
x,88,3.2e-08,0.00033734085163677704
x,89,3.2e-08,0.00023199978572232418
x,90,3.2e-08,0.00021370617023242267
x,91,3.2e-08,0.000133560889361736
x,92,3.2e-08,0.00029715960131079886
x,93,3.2e-08,0.00039733307843821473
x,94,3.2e-08,0.0001450616658739706
x,95,3.2e-08,0.0003375076252228794
x,96,3.2e-08,0.0002532350312093465
x,97,3.2e-08,0.00027953941065198386
x,98,3.2e-08,0.0002643897372002852
x,99,3.2e-08,0.0002896959915554472
x,100,3.2e-08,0.00018671576016662507
x,101,3.2e-08,0.00013838158811200753
x,102,3.2e-08,0.00040495107503818294
x,103,3.2e-08,0.00020098138134956237
x,104,3.2e-08,0.00014699785572950335
x,105,3.2e-08,0.002456888067658013
x,106,3.2e-08,0.00019993000290044943
x,107,3.2e-08,0.0003107727425297368
x,108,3.2e-08,0.00019961962891951082
x,109,3.2e-08,0.00023112877047208396
x,110,3.2e-08,0.00029917050954486184
x,111,3.2e-08,0.00010216854104099525
x,112,3.2e-08,0.00013641919379856957
x,113,3.2e-08,0.00010442592026035198
x,114,3.2e-08,0.000259973140726357
x,115,3.2e-08,0.00010757426083136766
x,116,3.2e-08,0.0006785013326942471
x,117,3.2e-08,0.00038771601682832907
x,118,3.2e-08,0.00019873792874308623
x,119,3.2e-08,0.0002631434649868466
x,120,3.2e-08,0.0002697768175041524
x,121,3.2e-08,0.00026169975321877907
x,122,3.2e-08,0.00016456820381918327
x,123,3.2e-08,0.00024075346910069293
x,124,3.2e-08,0.0004398584881549302
x,125,3.2e-08,0.00019192884917826325
x,126,3.2e-08,0.00016067590216127411
x,127,3.2e-08,0.00015496111890350703
x,128,3.2e-08,0.00020871989829436826
x,129,3.2e-08,0.0003715224788748616
x,130,3.2e-08,0.0002542302615864956
x,131,3.2e-08,0.00029963918841305874
x,132,3.2e-08,0.00013252043120314436
x,133,3.2e-08,0.00022057988232551193
x,134,3.2e-08,0.00026406703322469523
x,135,3.2e-08,0.0003282891601416387
x,136,3.2e-08,9.977400656016379e-05
x,137,3.2e-08,0.000181342434586181
x,138,3.2e-08,0.00027146656500980006
x,139,3.2e-08,0.00014112209655112412
x,140,3.2e-08,0.0001651111815184341
x,141,3.2e-08,0.0002155246806990944
x,142,3.2e-08,0.00024502226906553094
x,143,3.2e-08,0.0006634740746041158
x,144,3.2e-08,0.0010383038339926685
x,145,3.2e-08,0.0001545877832668313
x,146,3.2e-08,8.371608924499914e-05
x,147,3.2e-08,0.0002040715418946082
x,148,3.2e-08,0.00013607750157372623
x,149,3.2e-08,0.00011151930360435195
x,150,3.2e-08,0.00033906752373762263
x,151,3.2e-08,0.00017689214075465126
x,152,3.2e-08,0.00015177277833111884
x,153,3.2e-08,9.54616151722827e-05
x,154,3.2e-08,0.0004030526454989528
x,155,3.2e-08,0.00016948657445183682
sx,0,3.2e-08,0.0001654943325514319
sx,1,3.2e-08,0.0001313048506038872
sx,2,3.2e-08,0.00014168160537988433
sx,3,3.2e-08,0.0003098312296847854
sx,4,3.2e-08,0.0001137774674650683
sx,5,3.2e-08,0.00012812257009460997
sx,6,3.2e-08,0.00014517677661665302
sx,7,3.2e-08,0.0002003554020170063
sx,8,3.2e-08,0.00010220266456553789
sx,9,3.2e-08,0.00010426958053632611
sx,10,3.2e-08,0.00016480617992580316
sx,11,3.2e-08,0.00021327135435533063
sx,12,3.2e-08,0.0001476879207514291
sx,13,3.2e-08,0.0005767301169716709
sx,14,3.2e-08,0.00025094287425967196
sx,15,3.2e-08,9.186142795040613e-05
sx,16,3.2e-08,0.00020951488108444084
sx,17,3.2e-08,0.00020730830340502757
sx,18,3.2e-08,0.00018493160794501195
sx,19,3.2e-08,0.00011419277206679077
sx,20,3.2e-08,0.00019587113137869253
sx,21,3.2e-08,0.00019531492645910478
sx,22,3.2e-08,0.00019004706981625734
sx,23,3.2e-08,0.00038311973029510023
sx,24,3.2e-08,0.00014500935669311301
sx,25,3.2e-08,8.615144951115009e-05
sx,26,3.2e-08,0.0003266453362033145
sx,27,3.2e-08,0.00015416950145424595
sx,28,3.2e-08,0.0001300693324731237
sx,29,3.2e-08,0.00027894915821795595
sx,30,3.2e-08,0.00026645009768207884
sx,31,3.2e-08,0.0002011294221137798
sx,32,3.2e-08,0.00026357073340846403
sx,33,3.2e-08,0.00017357581084490107
sx,34,3.2e-08,0.00013232960683572873
sx,35,3.2e-08,0.00023801780612320563
sx,36,3.2e-08,0.00014886651230451906
sx,37,3.2e-08,0.00022240808952361942
sx,38,3.2e-08,0.00017994449207405557
sx,39,3.2e-08,0.00022126635454713107
sx,40,3.2e-08,0.00013646934466905663
sx,41,3.2e-08,0.00054014918505329
sx,42,3.2e-08,0.00029063393822070425
sx,43,3.2e-08,0.00010986390230361251
sx,44,3.2e-08,0.0004135076046721758
sx,45,3.2e-08,0.0007462638256481187
sx,46,3.2e-08,0.001679852116215432
sx,47,3.2e-08,0.00015480621485567306
sx,48,3.2e-08,0.00022596197514805202
sx,49,3.2e-08,0.00012265945172477017
sx,50,3.2e-08,0.00020095674367183483
sx,51,3.2e-08,0.00019941402145370342
sx,52,3.2e-08,0.00025100794145231615
sx,53,3.2e-08,0.0001840673563074511
sx,54,3.2e-08,0.0003411199857538489
sx,55,3.2e-08,0.0002904857806565162
sx,56,3.2e-08,0.00013582290396832314
sx,57,3.2e-08,0.0005203063485660597
sx,58,3.2e-08,0.0002465571804739951
sx,59,3.2e-08,0.00033158512822931466
sx,60,3.2e-08,0.0001879171650526641
sx,61,3.2e-08,0.00013160160683851397
sx,62,3.2e-08,0.03007161855527973
sx,63,3.2e-08,0.00036495271993467116
sx,64,3.2e-08,0.00028247361214735314
sx,65,3.2e-08,0.00018326681792302048
sx,66,3.2e-08,0.0001061256390503815
sx,67,3.2e-08,0.00018444301182789886
sx,68,3.2e-08,0.0002304961269345952
sx,69,3.2e-08,0.00017917288573307338
sx,70,3.2e-08,0.0005290322247229186
sx,71,3.2e-08,0.00010407592343978591
sx,72,3.2e-08,0.00012362088988714925
sx,73,3.2e-08,0.00016643869974190307
sx,74,3.2e-08,0.000196963975576236
sx,75,3.2e-08,0.0001683190997011283
sx,76,3.2e-08,0.000252091007583293
sx,77,3.2e-08,0.0002681591626588142
sx,78,3.2e-08,0.0002174918799768607
sx,79,3.2e-08,0.0001469700967563252
sx,80,3.2e-08,0.000165512053218505
sx,81,3.2e-08,0.00022949004288290418
sx,82,3.2e-08,0.0008837942136319531
sx,83,3.2e-08,0.0006192559076423131
sx,84,3.2e-08,0.0003376715128522884
sx,85,3.2e-08,0.0001388104404268489
sx,86,3.2e-08,0.00018062903456131062
sx,87,3.2e-08,0.00030654696760320203
sx,88,3.2e-08,0.00033734085163677704
sx,89,3.2e-08,0.00023199978572232418
sx,90,3.2e-08,0.00021370617023242267
sx,91,3.2e-08,0.000133560889361736
sx,92,3.2e-08,0.00029715960131079886
sx,93,3.2e-08,0.00039733307843821473
sx,94,3.2e-08,0.0001450616658739706
sx,95,3.2e-08,0.0003375076252228794
sx,96,3.2e-08,0.0002532350312093465
sx,97,3.2e-08,0.00027953941065198386
sx,98,3.2e-08,0.0002643897372002852
sx,99,3.2e-08,0.0002896959915554472
sx,100,3.2e-08,0.00018671576016662507
sx,101,3.2e-08,0.00013838158811200753
sx,102,3.2e-08,0.00040495107503818294
sx,103,3.2e-08,0.00020098138134956237
sx,104,3.2e-08,0.00014699785572950335
sx,105,3.2e-08,0.002456888067658013
sx,106,3.2e-08,0.00019993000290044943
sx,107,3.2e-08,0.0003107727425297368
sx,108,3.2e-08,0.00019961962891951082
sx,109,3.2e-08,0.00023112877047208396
sx,110,3.2e-08,0.00029917050954486184
sx,111,3.2e-08,0.00010216854104099525
sx,112,3.2e-08,0.00013641919379856957
sx,113,3.2e-08,0.00010442592026035198
sx,114,3.2e-08,0.000259973140726357
sx,115,3.2e-08,0.00010757426083136766
sx,116,3.2e-08,0.0006785013326942471
sx,117,3.2e-08,0.00038771601682832907
sx,118,3.2e-08,0.00019873792874308623
sx,119,3.2e-08,0.0002631434649868466
sx,120,3.2e-08,0.0002697768175041524
sx,121,3.2e-08,0.00026169975321877907
sx,122,3.2e-08,0.00016456820381918327
sx,123,3.2e-08,0.00024075346910069293
sx,124,3.2e-08,0.0004398584881549302
sx,125,3.2e-08,0.00019192884917826325
sx,126,3.2e-08,0.00016067590216127411
sx,127,3.2e-08,0.00015496111890350703
sx,128,3.2e-08,0.00020871989829436826
sx,129,3.2e-08,0.0003715224788748616
sx,130,3.2e-08,0.0002542302615864956
sx,131,3.2e-08,0.00029963918841305874
sx,132,3.2e-08,0.00013252043120314436
sx,133,3.2e-08,0.00022057988232551193
sx,134,3.2e-08,0.00026406703322469523
sx,135,3.2e-08,0.0003282891601416387
sx,136,3.2e-08,9.977400656016379e-05
sx,137,3.2e-08,0.000181342434586181
sx,138,3.2e-08,0.00027146656500980006
sx,139,3.2e-08,0.00014112209655112412
sx,140,3.2e-08,0.0001651111815184341
sx,141,3.2e-08,0.0002155246806990944
sx,142,3.2e-08,0.00024502226906553094
sx,143,3.2e-08,0.0006634740746041158
sx,144,3.2e-08,0.0010383038339926685
sx,145,3.2e-08,0.0001545877832668313
sx,146,3.2e-08,8.371608924499914e-05
sx,147,3.2e-08,0.0002040715418946082
sx,148,3.2e-08,0.00013607750157372623
sx,149,3.2e-08,0.00011151930360435195
sx,150,3.2e-08,0.00033906752373762263
sx,151,3.2e-08,0.00017689214075465126
sx,152,3.2e-08,0.00015177277833111884
sx,153,3.2e-08,9.54616151722827e-05
sx,154,3.2e-08,0.0004030526454989528
sx,155,3.2e-08,0.00016948657445183682
